read amount,comments,title,content link,author,create time
78,0,万科Ａ：融资净偿还3241.85万元，融资余额44.34亿元（08-04）,"/news,000002,1338532966.html",万科A资讯,08-07 08:43
133,0,万科A本周融资净偿还4339.37万元，居房地产开发板块第三,"/news,000002,1338455257.html",大眼看两融,08-06 03:06
131,0,万科A本周深股通持股市值减少1.41亿元，居房地产开发板块第一,"/news,000002,1338449590.html",胖猫周周见,08-06 02:10
461,1,万科A08月04日被深股通减持1331.26万股,"/news,000002,1338338545.html",万科A资讯,08-05 07:52
129,0,万科Ａ：连续3日融资净买入累计4951.63万元（08-03）,"/news,000002,1337896847.html",万科A资讯,08-04 09:00
237,0,万科A08月03日获深股通增持597.74万股,"/news,000002,1337884835.html",万科A资讯,08-04 07:49
3476,17,万科前7个月销售约2260亿元 近期新增7个开发项目,"/news,000002,1337864138.html",万科A资讯,08-04 12:05
1869,6,万科A披露7月销售数据 实现合同销售金额220.5亿元,"/news,000002,1337853077.html",万科A资讯,08-03 10:41
