read amount,comments,title,content link,author,create time
78,0,华熙生物本周融资净偿还1680.53万元，居美容护理板块第三,"/news,688363,1338454145.html",大眼看两融,08-06 03:04
81,0,华熙生物本周沪股通持股市值减少165.79万元，居美容护理板块第六,"/news,688363,1338449038.html",胖猫周周见,08-06 02:08
143,0,华熙生物08月04日被沪股通减持7.69万股,"/news,688363,1338346242.html",华熙生物资讯,08-05 08:55
100,0,华熙生物：连续3日融资净偿还累计657.99万元（08-04）,"/news,688363,1338337188.html",华熙生物资讯,08-05 07:46
1545,0,华熙生物：受益于集采药品中标，公司医药产品业绩持续向好，但该产品业绩占公司整体业绩比例较小,"/news,688363,1338140501.html",华熙生物资讯,08-04 01:47
349,0,华熙生物股东户数增加231户，户均持股46.55万元,"/news,688363,1338086265.html",华熙生物资讯,08-04 12:32
140,0,华熙生物08月03日获沪股通增持4.83万股,"/news,688363,1338008929.html",华熙生物资讯,08-04 10:29
132,0,华熙生物：融资净偿还222.34万元，融资余额6.19亿元（08-03）,"/news,688363,1337883776.html",华熙生物资讯,08-04 07:42
80,0,华熙生物08月02日被沪股通减持1.79万股,"/news,688363,1337532404.html",华熙生物资讯,08-03 10:01
74,0,华熙生物：融资净偿还35.3万元，融资余额6.21亿元（08-02）,"/news,688363,1337454726.html",华熙生物资讯,08-03 07:41
92,0,华熙生物08月01日被沪股通减持4.25万股,"/news,688363,1337046888.html",华熙生物资讯,08-02 09:06
74,0,华熙生物：融资净买入50.55万元，融资余额6.21亿元（08-01）,"/news,688363,1337036231.html",华熙生物资讯,08-02 08:10
103,0,华熙生物07月31日获沪股通增持7.23万股,"/news,688363,1336599389.html",华熙生物资讯,08-01 09:09
83,0,华熙生物：连续3日融资净偿还累计1668.36万元（07-31）,"/news,688363,1336585052.html",华熙生物资讯,08-01 07:46
131,0,华熙生物本周融资净买入874.39万元，居美容护理板块第二,"/news,688363,1336044016.html",大眼看两融,07-30 03:05
125,0,华熙生物本周沪股通持股市值减少2074.34万元，居美容护理板块第四,"/news,688363,1336038294.html",胖猫周周见,07-30 02:09
113,0,华熙生物：融资净偿还490.35万元，融资余额6.32亿元（07-28）,"/news,688363,1335945675.html",华熙生物资讯,07-29 07:46
66,0,华熙生物07月27日获沪股通增持1.46万股,"/news,688363,1335503782.html",华熙生物资讯,07-28 09:30
61,1,华熙生物：融资净偿还104.91万元，融资余额6.37亿元（07-27）,"/news,688363,1335477008.html",华熙生物资讯,07-28 07:53
62,0,华熙生物07月26日被沪股通减持2.33万股,"/news,688363,1335035797.html",华熙生物资讯,07-27 09:14
64,0,华熙生物：融资净买入539.34万元，融资余额6.38亿元（07-26）,"/news,688363,1335021203.html",华熙生物资讯,07-27 07:48
76,0,华熙生物07月25日被沪股通减持7.5万股,"/news,688363,1334570262.html",华熙生物资讯,07-26 09:22
70,0,华熙生物：融资净买入965.65万元，融资余额6.32亿元（07-25）,"/news,688363,1334552614.html",华熙生物资讯,07-26 07:47
103,0,天风证券维持华熙生物买入评级 预计2023年净利润同比增长20.75%,"/news,688363,1334114059.html",公司研报提示,07-25 09:19
61,0,华熙生物07月24日被沪股通减持13.64万股,"/news,688363,1334111550.html",华熙生物资讯,07-25 09:12
