read amount,comments,title,content link,author,create time
58,0,石头科技本周融资净偿还48.71万元，居家电行业板块第十六,"/news,688169,1338456333.html",大眼看两融,08-06 03:08
66,0,石头科技本周沪股通持股市值减少1.05亿元，居家电行业板块第三,"/news,688169,1338450546.html",胖猫周周见,08-06 02:13
109,0,石头科技08月04日被沪股通减持6.63万股,"/news,688169,1338348592.html",石头科技资讯,08-05 09:14
84,0,石头科技：融资净买入186.52万元，融资余额1.27亿元（08-04）,"/news,688169,1338337043.html",石头科技资讯,08-05 07:45
126,0,石头科技08月03日被沪股通减持4.13万股,"/news,688169,1337968735.html",石头科技资讯,08-04 10:00
104,0,石头科技：融资净偿还39.24万元，融资余额1.25亿元（08-03）,"/news,688169,1337883480.html",石头科技资讯,08-04 07:41
144,0,石头科技08月02日被沪股通减持3.95万股,"/news,688169,1337507223.html",石头科技资讯,08-03 09:43
115,0,石头科技：融资净偿还211.09万元，融资余额1.25亿元（08-02）,"/news,688169,1337455965.html",石头科技资讯,08-03 07:48
207,1,石头科技08月01日沪股通持有量333.38万股,"/news,688169,1337048561.html",石头科技资讯,08-02 09:12
146,0,石头科技：融资净买入159.85万元，融资余额1.27亿元（08-01）,"/news,688169,1337035143.html",石头科技资讯,08-02 08:04
212,1,石头科技07月31日被沪股通减持23.16万股,"/news,688169,1336599502.html",石头科技资讯,08-01 09:10
152,0,石头科技：融资净偿还144.74万元，融资余额1.26亿元（07-31）,"/news,688169,1336585882.html",石头科技资讯,08-01 07:51
118,0,石头科技本周融资净偿还285.48万元，居家电行业板块第十九,"/news,688169,1336045824.html",大眼看两融,07-30 03:08
108,0,石头科技本周沪股通持股市值减少1043.96万元，居家电行业板块第六,"/news,688169,1336039972.html",胖猫周周见,07-30 02:14
76,0,石头科技07月28日被沪股通减持1.89万股,"/news,688169,1335954926.html",石头科技资讯,07-29 09:47
52,0,石头科技：融资净买入245.26万元，融资余额1.27亿元（07-28）,"/news,688169,1335946490.html",石头科技资讯,07-29 07:53
117,2,石头科技07月27日获沪股通增持13.46万股,"/news,688169,1335494498.html",石头科技资讯,07-28 09:22
77,1,石头科技：融资余额1.25亿元，创近一年新低（07-27）,"/news,688169,1335476498.html",石头科技资讯,07-28 07:50
115,0,石头科技07月26日被沪股通减持11.06万股,"/news,688169,1335036763.html",石头科技资讯,07-27 09:17
70,0,石头科技：融资余额1.26亿元，创近一年新低（07-26）,"/news,688169,1335019299.html",石头科技资讯,07-27 07:36
120,1,石头科技07月25日沪股通持有量356.36万股,"/news,688169,1334569616.html",石头科技资讯,07-26 09:20
68,0,石头科技：融资净买入267.19万元，融资余额1.31亿元（07-25）,"/news,688169,1334551986.html",石头科技资讯,07-26 07:44
81,0,石头科技07月24日被沪股通减持4.09万股,"/news,688169,1334112794.html",石头科技资讯,07-25 09:16
74,1,石头科技：融资余额1.28亿元，创近一年新低（07-24）,"/news,688169,1334095334.html",石头科技资讯,07-25 07:39
83,1,石头科技本周融资净偿还2029.7万元，居家电行业板块第二,"/news,688169,1333574982.html",大眼看两融,07-23 03:09
77,0,石头科技本周沪股通持股市值减少4770.04万元，居家电行业板块第一,"/news,688169,1333569529.html",胖猫周周见,07-23 02:17
106,0,石头科技07月21日被沪股通减持3.01万股,"/news,688169,1333499242.html",石头科技资讯,07-22 10:37
65,0,石头科技：融资净买入18.95万元，融资余额1.3亿元（07-21）,"/news,688169,1333488144.html",石头科技资讯,07-22 07:49
122,0,太平洋维持石头科技买入评级 预计2023年净利润同比增长32.15%,"/news,688169,1333373518.html",公司研报提示,07-21 03:10
339,2,太平洋给予石头科技买入评级，获“国家鼓励的重点软件企业”认定，助力公司盈利优化,"/news,688169,1333153915.html",石头科技资讯,07-21 10:06
140,1,石头科技07月20日被沪股通减持137.33万股,"/news,688169,1333109522.html",石头科技资讯,07-21 09:37
72,0,DR石头科：融资净买入69.48万元，融资余额1.3亿元（07-20）,"/news,688169,1333062348.html",石头科技资讯,07-21 07:46
229,3,石头科技07月19日获沪股通增持95.07万股,"/news,688169,1332595845.html",石头科技资讯,07-20 09:11
60,0,石头科技：融资余额1.29亿元，创近一年新低（07-19）,"/news,688169,1332579134.html",石头科技资讯,07-20 07:41
93,0,浙商证券维持石头科技增持评级 预计2023年净利润同比增长31.48%,"/news,688169,1332162325.html",公司研报提示,07-19 09:18
